p_1_agree_item_1,p_1_agree_item_2,p_1_agree_item_3,p_1_agree_item_4,p_1_agree_item_5,p_1_agree_item_6,p_1_consc_item_1,p_1_consc_item_2,p_1_consc_item_3,p_1_consc_item_4,p_1_consc_item_5,p_1_consc_item_6,p_1_extr_item_1,p_1_extr_item_2,p_1_extr_item_3,p_1_extr_item_4,p_1_extr_item_5,p_1_extr_item_6,p_1_neuro_item_1,p_1_neuro_item_2,p_1_neuro_item_3,p_1_neuro_item_4,p_1_neuro_item_5,p_1_neuro_item_6,p_1_openness_item_1,p_1_openness_item_2,p_1_openness_item_3,p_1_openness_item_4,p_1_openness_item_5,p_1_openness_item_6,p_2_agree_item_1,p_2_agree_item_2,p_2_agree_item_3,p_2_agree_item_4,p_2_agree_item_5,p_2_agree_item_6,p_2_consc_item_1,p_2_consc_item_2,p_2_consc_item_3,p_2_consc_item_4,p_2_consc_item_5,p_2_consc_item_6,p_2_extr_item_1,p_2_extr_item_2,p_2_extr_item_3,p_2_extr_item_4,p_2_extr_item_5,p_2_extr_item_6,p_2_neuro_item_1,p_2_neuro_item_2,p_2_neuro_item_3,p_2_neuro_item_4,p_2_neuro_item_5,p_2_neuro_item_6,p_2_openness_item_1,p_2_openness_item_2,p_2_openness_item_3,p_2_openness_item_4,p_2_openness_item_5,p_2_openness_item_6,p_3_agree_item_1,p_3_agree_item_2,p_3_agree_item_3,p_3_agree_item_4,p_3_agree_item_5,p_3_agree_item_6,p_3_consc_item_1,p_3_consc_item_2,p_3_consc_item_3,p_3_consc_item_4,p_3_consc_item_5,p_3_consc_item_6,p_3_extr_item_1,p_3_extr_item_2,p_3_extr_item_3,p_3_extr_item_4,p_3_extr_item_5,p_3_extr_item_6,p_3_neuro_item_1,p_3_neuro_item_2,p_3_neuro_item_3,p_3_neuro_item_4,p_3_neuro_item_5,p_3_neuro_item_6,p_3_openness_item_1,p_3_openness_item_2,p_3_openness_item_3,p_3_openness_item_4,p_3_openness_item_5,p_3_openness_item_6,source_file,PROLIFIC_PID,extraversion_score,agreeableness_score,conscientiousness_score,neuroticism_score,openness_score
4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,5,4,5,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,results_1.csv,5a501c26eedc32000141f4f2,2.75,3.75,3.0,3.0,4.0
3,4,3,4,3,4,4,4,4,4,4,4,3,3,2,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,3,4,4,4,4,3,4,2,3,3,3,3,3,3,4,3,4,4,3,2,3,2,2,3,3,4,4,4,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,3,4,4,4,results_1.csv,60df7dd7029cff41ea8eed9b,1.75,2.0,4.0,2.5,4.75
4,5,4,4,5,4,4,4,2,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,results_1.csv,6142763db0841a831cf129fc,3.75,4.75,1.75,4.5,4.5
3,5,1,4,3,3,4,5,4,4,4,4,4,2,1,4,2,2,5,4,1,4,4,3,4,4,4,4,4,3,4,5,4,4,4,4,4,4,3,4,4,3,2,3,2,3,3,3,4,4,4,4,4,4,3,3,2,2,3,3,4,5,4,4,4,4,4,4,3,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,results_1.csv,62cc1f77c32651ff9d35a471,1.0,3.75,4.5,2.75,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,results_1.csv,643ab9c7dbf92589bedc45f6,4.5,4.5,4.75,2.0,4.5
4,5,2,3,3,4,4,4,3,5,3,3,3,3,3,3,2,2,4,4,2,4,4,3,3,3,2,3,3,3,3,4,3,3,4,4,4,4,3,4,4,4,4,2,3,3,4,3,4,4,4,4,3,4,3,3,2,3,4,3,3,4,3,4,3,3,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,4,3,results_1.csv,65654bb65a81489784483bf0,1.75,3.25,4.0,2.5,3.25
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,results_1.csv,65847ecf0896ca006d2c00b7,2.25,4.5,4.0,3.0,4.25
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,5,4,4,4,4,3,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_1.csv,65c9fbbbd65ef3e220512254,2.25,3.75,4.5,1.75,4.5
4,4,3,4,5,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,results_1.csv,66341ea0271d271dc78c8283,3.0,3.75,4.5,2.25,3.75
4,4,4,4,4,4,3,4,3,3,3,3,2,3,2,3,2,2,4,4,4,4,4,4,3,3,2,3,2,3,4,4,5,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,2,2,2,3,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,4,3,4,3,3,results_1.csv,666559e634fffd1ce19ba654,3.25,5.0,2.5,4.75,3.25
3,4,3,4,4,4,5,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,3,3,4,4,3,5,4,5,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,results_1.csv,66d351c72e9e567850b4a0c5,2.75,4.75,4.75,2.5,4.25
4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,results_1.csv,66d620579e7ea624a7a63e19,2.5,3.25,3.25,2.5,4.0
3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,2,4,4,3,4,4,4,3,3,2,3,3,3,3,4,3,3,3,4,4,4,3,4,4,4,3,3,3,3,3,2,4,4,4,4,4,4,2,3,2,3,3,3,3,4,3,4,3,3,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,results_1.csv,66da38dc1d5b9365584508ca,2.5,3.5,3.5,4.25,3.0
4,5,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,results_1.csv,6701e45404098af5c8916655,2.75,4.25,3.25,2.5,5.0
4,4,4,4,5,5,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,3,4,4,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,results_1.csv,670e3a78a9ac8927963103b4,3.0,4.5,4.75,3.25,4.5
4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,results_1.csv,6710f9c43f9a19c42df60bbd,3.5,4.75,5.0,3.5,4.5
4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,3,4,3,4,3,3,results_1.csv,671813a64cc728d09ef7499d,3.5,4.0,4.5,2.75,3.75
4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,results_1.csv,671829a403af514aabbac001,3.25,4.25,4.5,1.75,4.5
4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,5,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,results_3.csv,5ca51f05a15cb1001609491f,2.75,3.5,3.75,3.0,4.5
4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,results_3.csv,5f9b96ecd60b7a3d0c62e917,3.0,3.5,4.0,2.0,5.0
3,3,2,3,3,3,4,4,3,3,3,3,3,3,2,3,3,2,4,4,2,4,4,3,2,3,3,3,3,3,3,3,2,3,2,3,3,4,3,3,3,3,3,3,2,2,2,2,4,4,3,4,4,4,3,2,2,3,2,2,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,results_3.csv,5faead22421a230a0a7c2e8d,3.5,3.25,2.5,4.0,3.5
4,5,4,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,5,4,4,5,4,4,4,4,4,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_3.csv,60bff9298f56d55c8ecd9adf,1.25,5.0,3.0,4.25,5.0
4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,2,3,4,4,4,4,4,4,4,3,2,4,3,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,results_3.csv,61bb392e40db417c1a138dcb,2.25,5.0,4.0,2.5,4.75
5,5,4,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,4,3,4,3,2,4,2,4,4,2,4,4,4,4,4,4,2,2,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,results_3.csv,6272ab12b3d9c61d2271db8d,1.25,4.25,2.25,5.0,2.75
4,4,2,4,4,4,3,4,2,4,4,3,2,2,1,2,2,2,5,4,1,4,4,4,3,3,1,4,2,3,5,5,4,5,5,5,3,4,3,4,3,4,2,3,2,2,2,3,4,4,3,4,4,4,3,3,2,3,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,results_3.csv,628bde04ff8f3ff78f7108a5,3.25,4.5,4.5,5.0,5.0
3,4,3,3,3,4,4,4,4,5,4,4,3,3,3,3,3,3,3,4,3,4,3,3,4,4,4,4,4,5,4,4,3,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,3,4,4,3,3,4,3,3,4,3,results_3.csv,62d86c63e2966588c71b9ff2,3.0,2.0,3.0,1.75,4.0
4,4,3,4,4,4,3,4,3,3,3,3,3,3,2,3,2,2,4,4,2,3,3,3,3,3,2,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,results_3.csv,6323a90c380df6eb64255d6f,2.25,4.25,3.0,2.25,3.75
5,4,4,5,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,results_3.csv,650ee274aa4447ac435b7830,3.25,4.5,3.75,1.5,4.75
4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,3,4,4,5,5,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,3,2,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,3,4,4,4,results_3.csv,656e0dab178ffccdaa47202e,2.25,3.0,3.0,3.0,3.5
4,4,3,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,4,3,3,4,4,3,4,4,4,3,4,3,4,3,3,results_3.csv,663ba8cfb0cabd4cfa5bf598,3.0,4.0,3.0,3.25,3.0
4,4,3,4,3,4,3,4,3,3,2,3,2,3,2,2,2,2,4,4,2,4,3,4,2,2,2,3,2,3,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,4,4,2,4,4,4,2,2,3,3,2,2,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,2,4,4,4,4,4,4,3,3,3,3,3,3,results_3.csv,6650fef8bfef3cc5981b43d4,1.0,4.25,2.25,4.75,3.0
4,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,3,3,4,4,3,4,3,4,4,4,3,4,4,4,3,3,3,4,3,3,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,3,4,results_3.csv,6696cb900298e5e424ddbb00,3.75,3.75,3.0,2.75,3.25
5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,results_3.csv,669a431df516aa06fd2f355e,3.25,3.0,4.25,2.0,4.75
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,results_3.csv,669d6f9af660ea8da5501b95,2.25,3.25,4.0,3.75,4.0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,3,3,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,2,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,results_3.csv,66d63342e3a6a27ec626a22b,4.25,5.0,4.5,3.75,3.5
4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,2,4,4,4,5,5,5,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,results_3.csv,66eb24d93cf3e118289817f2,3.75,4.25,4.25,1.25,4.0
4,4,3,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,4,3,4,4,3,4,4,3,4,4,3,4,3,4,3,3,3,3,3,4,4,4,3,4,3,3,3,4,2,3,3,2,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,3,3,3,3,4,results_2.csv,5bcbaa10b9ce3200017738ee,3.0,3.25,3.25,2.0,3.25
4,4,2,4,4,4,4,4,3,3,4,3,3,3,2,2,2,2,4,4,3,4,3,4,4,4,2,3,4,2,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,2,3,3,4,3,4,4,4,2,3,2,3,3,3,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4,3,4,3,4,3,3,results_2.csv,5f8b90a4b237f91824a88aeb,1.0,4.5,3.25,1.25,2.25
4,4,3,3,4,3,4,4,4,4,3,4,4,4,3,3,3,3,4,4,3,4,4,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,4,3,4,4,4,3,4,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,3,2,3,4,4,4,4,4,4,4,4,3,4,4,4,results_2.csv,601f5a82dc8ed94a9da4461e,3.0,4.0,3.0,2.5,4.0
4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,results_2.csv,6294cced417fa0a733ba14a4,3.75,4.25,4.5,1.5,4.75
4,4,3,4,3,4,4,4,3,4,4,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,3,4,4,3,4,4,4,3,4,3,4,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,results_2.csv,64d53aae0f3f7317f6eb617e,3.75,4.25,2.25,2.75,4.25
4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,results_2.csv,655f8edb8b128e01321fbf88,1.0,4.5,4.75,3.0,4.75
3,3,3,4,3,3,4,4,4,4,3,4,3,3,3,3,3,3,4,4,3,4,4,3,3,4,3,3,4,3,3,4,3,4,3,3,4,4,3,4,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,3,3,3,3,3,results_2.csv,659fc59d07c3c3971c926eea,3.0,3.25,3.25,3.0,3.0
4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,2,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,results_2.csv,65e00891e4c0c8cad9c1583a,2.0,2.75,3.25,2.75,4.75
4,5,4,5,4,4,4,4,3,4,4,4,3,3,2,3,3,2,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,2,2,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,3,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,results_2.csv,66db455debd3438472ba6fc6,1.5,4.25,3.25,4.25,4.5
3,4,3,4,3,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,results_2.csv,66e74799fb757e719ee9fdac,3.0,2.75,4.0,3.25,4.0
3,4,3,4,3,3,4,4,4,4,4,4,3,3,2,3,4,3,4,4,4,4,4,4,3,3,3,4,3,4,3,3,3,4,4,3,3,4,4,4,4,4,3,3,3,3,4,3,4,4,3,4,4,4,2,3,2,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,4,3,4,3,3,results_2.csv,66ecacaae782ea94cd9bfbd8,2.75,3.75,4.0,2.25,3.0
4,4,3,4,4,4,4,4,3,4,4,4,3,2,2,3,3,3,4,4,4,4,4,4,3,4,2,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,2,3,3,4,4,4,4,4,3,2,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,results_2.csv,66eda24f3c1bba4785731fda,1.25,3.75,3.25,4.5,4.0
3,3,3,3,3,3,4,4,3,4,3,3,3,2,3,3,3,2,4,4,3,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,4,4,3,4,3,3,2,2,2,2,2,2,3,4,3,4,3,3,2,2,2,3,2,3,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,results_2.csv,66f8522292767238ed42ebbd,1.5,2.25,3.75,1.0,3.25
3,4,2,3,3,3,4,4,4,4,4,4,3,4,2,3,4,3,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,3,4,4,4,3,4,4,4,3,4,3,3,3,3,4,4,3,4,4,4,3,2,2,3,3,2,4,4,3,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,3,results_2.csv,6711ee336b91eb0fcf53841f,1.5,3.0,4.5,3.75,3.5
4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,3,3,results_2.csv,671328f80c73c9b48c2441ab,3.0,4.0,3.25,2.5,3.25
4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,results_2.csv,671e816138698f35a4e2e4ed,3.0,4.5,4.5,2.75,4.25
3,4,3,4,4,3,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,3,2,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,results_2.csv,672bf6a8b306f66878d7d5ff,2.0,2.0,4.75,1.5,4.0
4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,4,3,4,4,4,4,3,4,4,4,3,3,4,3,4,4,3,3,4,4,4,4,3,4,3,4,3,4,3,4,3,3,4,4,4,4,3,4,2,3,3,4,3,2,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,results_2.csv,672e9d3cc7e03f3429b170a1,1.75,3.0,3.75,2.5,3.75
4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,2,3,4,4,4,4,3,4,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,3,4,4,3,results_14.csv,58a53fd327c3bb00014e74e2,2.0,3.0,1.25,3.0,5.0
3,4,2,4,4,3,4,4,3,4,3,3,2,3,2,3,2,2,4,4,2,4,3,3,3,3,1,3,2,2,4,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,3,2,3,4,3,4,3,4,2,3,2,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,3,3,3,results_14.csv,604b93f6432ad99bcb4798e8,1.0,4.0,4.25,3.0,3.5
4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,results_14.csv,6290c86b4ab0f2fbb7599ac0,2.0,3.0,4.25,2.0,3.75
